Кольца Альманзора,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.2
Другой мир: Восстание ликанов,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.8
Кошмар перед Рождеством,Фэнтези,Семейный,Темное,Классика (до 2000 года),8.0
Горбун из Нотр Дама,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.9
Гнездо дракона,Фэнтези,Драма,Эпическое,Новинки (2020–2025),7.9
Царь скорпионов,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),6.4
Ведьмак,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.1
Константин: Повелитель тьмы,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.1
Лабиринт Фавна,Фэнтези,Военный,Темное,Современное кино (2000–2020),8.1
Рыцарь Камелота,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.1
Властелин Колец: Братство Кольца,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),8.8
Сумерки. Сага. Новолуние,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.4
Тайна Келлс,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),7.7
Гарри Поттер и Принц-полукровка,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.7
Перси Джексон и Море чудовищ,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),5.7
Яркость,Фэнтези,Боевик (Экшен),Городское,Современное кино (2000–2020),6.3
Гарри Поттер и Принц-Полукровка,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.7
Гарри Поттер и Дары Смерти: Часть II,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.8
Волшебный портрет,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),6.9
Наруто: Последний фильм,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),8.1
Волшебник,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.1
Три орешка для Золушки,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.3
Властелин колец: Возвращение короля,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),8.9
Чернокнижник,Фэнтези,Ужасы,Темное,Новинки (2020–2025),5.9
Геракл: Начало легенды,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),4.5
Ослиная шкура,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),7.9
Рыжая Соня,Фэнтези,Боевик (Экшен),Эпическое,Классика (до 2000 года),6.6
Малефисента: Владычица тьмы,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.6
Белоснежка и охотник 2,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.1
Берсерк. Золотой век: Фильм I. Бехерит Властителя,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.8
Золотые рога,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.9
Волшебная история,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),6.9
Мрачные тени,Фэнтези,Комедия,Темное,Современное кино (2000–2020),6.9
Морозко,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.0
Меч короля Артура,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),6.6
Седьмой сын,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),5.9
Василиса прекрасная,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.7
Президент Линкольн: Охотник на вампиров,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.6
Три тысячи лет желаний,Фэнтези,Мелодрама,Мифологическое,Новинки (2020–2025),6.7
Красавица и Чудовище,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),8.1
Меченосец,Фэнтези,Боевик (Экшен),Эпическое,Новинки (2020–2025),5.9
Красная Шапочка,Фэнтези,Детектив,Темное,Современное кино (2000–2020),5.5
Константин: повелитель тьмы,Фэнтези,Ужасы,Темное,Современное кино (2000–2020),7.1
Книга мастеров,Фэнтези,Семейный,Мифологическое,Современное кино (2000–2020),6.1
Ученик чародея,Фэнтези,Боевик (Экшен),Городское,Современное кино (2000–2020),6.9
Ведьмы,Фэнтези,Семейный,Темное,Новинки (2020–2025),5.9
Таймлесс 3: Изумрудная книга,Фэнтези,Приключения,Эпическое,Новинки (2020–2025),6.1
Виллоу,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.6
Сердце дракона,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.6
Малефисента,Фэнтези,Семейный,Темное,Современное кино (2000–2020),7.0
Таймлесс. Рубиновая книга,Фэнтези,Детектив,Мифологическое,Новинки (2020–2025),6.7
Аладдин и король разбойников,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),6.8
Богатырша,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),5.9
Чернильное сердце,Фэнтези,Семейный,Эпическое,Современное кино (2000–2020),6.7
Академия вампиров,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),5.9
Подземелья и драконы: Честь среди воров,Фэнтези,Приключения,Эпическое,Новинки (2020–2025),7.6
Про Красную Шапочку,Фэнтези,Триллер,Темное,Современное кино (2000–2020),6.4
Перси Джексон и похититель молний,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.8
Жили-были,Фэнтези,Мелодрама,Мифологическое,Современное кино (2000–2020),6.7
Последний охотник на ведьм,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.2
Гарри Поттер и узник Азкабана,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.9
Страна фей,Фэнтези,Драма,Темное,Современное кино (2000–2020),8.1
Город мастеров,Фэнтези,Мелодрама,Городское,Современное кино (2000–2020),6.7
Горец 4: Конец игры,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),5.9
Спаун,Фэнтези,Боевик (Экшен),Темное,Классика (до 2000 года),6.1
Охотники на троллей,Фэнтези,Семейный,Эпическое,Новинки (2020–2025),7.3
Магическая книга и дракон,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),6.7
Сумерки. Сага. Рассвет. Часть I,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.5
Хроники Нарнии: Покоритель Зари,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.9
Властелин колец,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),8.7
Ведьмина служба доставки,Фэнтези,Семейный,Городское,Классика (до 2000 года),8.3
Артур и Мерлин: Рыцари Камелота,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),4.4
Сторожевая застава,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),5.9
Гарри Поттер и Тайная Комната,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.8
Колдунья,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.3
Эрагон,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),5.9
Гоголь. Начало,Фэнтези,Детектив,Мифологическое,Современное кино (2000–2020),6.2
Персей,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.4
Охотники на драконов,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.9
Чародейка,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.0
Таймлесс 2: Сапфировая книга,Фэнтези,Приключения,Эпическое,Новинки (2020–2025),6.5
Охота на монстра,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.9
Боги Египта,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),5.6
Врата дракона,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.3
Конан-разрушитель,Фэнтези,Боевик (Экшен),Эпическое,Классика (до 2000 года),6.8
Джек – убийца великанов,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.1
Сказка. Есть,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.3
Сказка о золотом петушке,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.7
Сказки Гофмана,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),7.9
Темный мир,Фэнтези,Ужасы,Темное,Современное кино (2000–2020),3.6
Экскалибур,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.9
Этерна. Часть первая,Фэнтези,Боевик (Экшен),Мифологическое,Новинки (2020–2025),7.4
Сказки юга,Фэнтези,Драма,Мифологическое,Новинки (2020–2025),6.6
Гарри Поттер и Орден Феникса,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.7
Девушка из воды,Фэнтези,Семейный,Мифологическое,Современное кино (2000–2020),6.6
Подземелье драконов,Фэнтези,Приключения,Эпическое,Новинки (2020–2025),7.2
Зеркальная маска,Фэнтези,Семейный,Мифологическое,Современное кино (2000–2020),6.9
Горец 2: Оживление,Фэнтези,Боевик (Экшен),Эпическое,Классика (до 2000 года),5.2
Повелитель стихий,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),4.6
Принцесса Мононоке,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),8.4
Горец 3: Последнее измерение,Фэнтези,Боевик (Экшен),Эпическое,Классика (до 2000 года),6.1
Алиса в Зазеркалье,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.4
Во имя короля 2,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),3.7
Царь скорпионов 2: Восхождение воина,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),5.2
Белоснежка и охотник,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.9
Ворон,Фэнтези,Боевик (Экшен),Темное,Классика (до 2000 года),7.5
Берсерк: Золотой век. Фильм II. Битва за Долдрей,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.9
Дьявол и Дэниэл Уэбстер,Фэнтези,Драма,Мифологическое,Классика (до 2000 года),7.4
Другой мир,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.8
Фантастические твари: Преступления Грин-де-Вальда,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.7
Ведьмак. Кошмар волка,Фэнтези,Боевик (Экшен),Темное,Новинки (2020–2025),7.3
Мастер и Маргарита,Фэнтези,Драма,Мифологическое,Новинки (2020–2025),7.9
Леди-ястреб,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.7
Дары смерти,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),8.1
Тайна дома с часами,Фэнтези,Семейный,Темное,Современное кино (2000–2020),6.7
Последний единорог,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.3
47 ронинов,Фэнтези,Исторический,Мифологическое,Современное кино (2000–2020),4.6
Божественная комедия,Фэнтези,Драма,Мифологическое,Классика (до 2000 года),6.2
Осколки хрустальной туфельки,Фэнтези,Комедия,Мифологическое,Новинки (2020–2025),6.8
Лабиринт,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.6
Легенда о Зеленом Рыцаре,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),7.4
Рыба моей мечты,Фэнтези,Драма,Эпическое,Современное кино (2000–2020),7.8
Зимняя сказка,Фэнтези,Мелодрама,Мифологическое,Современное кино (2000–2020),5.9
Сумерки. Сага. Рассвет. Часть 2,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.5
Эпик,Фэнтези,Семейный,Мифологическое,Современное кино (2000–2020),6.9
Сказания Земноморья,Фэнтези,Драма,Эпическое,Современное кино (2000–2020),6.9
Волшебник Земноморья,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.9
Форма воды,Фэнтези,Мелодрама,Мифологическое,Современное кино (2000–2020),7.6
Дневной дозор,Фэнтези,Боевик (Экшен),Городское,Современное кино (2000–2020),6.9
Беовульф,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),7.0
Мифика: Темные времена,Фэнтези,Приключения,Темное,Современное кино (2000–2020),6.5
Бахубали,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),8.0
Другой мир: Войны крови,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),5.9
Мальчик с пальчик,Фэнтези,Семейный,Мифологическое,Современное кино (2000–2020),6.8
Куда приводят мечты,Фэнтези,Драма,Эпическое,Классика (до 2000 года),7.8
Волшебное кольцо,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.3
Дом странных детей мисс Перегрин,Фэнтези,Семейный,Темное,Современное кино (2000–2020),6.8
Ночной дозор,Фэнтези,Боевик (Экшен),Городское,Современное кино (2000–2020),6.4
Ной,Фэнтези,Драма,Мифологическое,Современное кино (2000–2020),6.7
Вовка в Тридевятом царстве,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.8
Волшебная сила,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.5
Война богов: Бессмертные,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.8
Огонь и лед: Хроники драконов,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),3.9
Бессмертные,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),6.9
Магия зверя,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.9
Гарри Поттер и Тайная комната,Фэнтези,Семейный,Эпическое,Современное кино (2000–2020),7.7
Обыкновенное чудо,Фэнтези,Комедия,Мифологическое,Классика (до 2000 года),8.6
Волшебная лампа Аладдина,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.9
Властелин колец: Две крепости,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),8.0
Охотники на ведьм,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),5.9
Илья Муромец и Соловей-Разбойник,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.6
Снегурочка,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),7.1
Хеллбой II: Золотая армия,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.9
Мой волк,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.3
Гарри Поттер и Дары Смерти: Часть I,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.7
Каменный цветок,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.9
Доктор Стрэндж,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),7.5
Бесконечная история,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.9
Хоббит: Нежданное путешествие,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.2
Волкодав,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.0
Вальгалла: Сага о викинге,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.7
Кольцо Нибелунгов,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),7.9
Царь скорпионов 3: Книга мертвых,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),5.4
Правдивая история Красной Шапки,Фэнтези,Триллер,Темное,Современное кино (2000–2020),5.8
Девушка в лабиринте,Фэнтези,Драма,Мифологическое,Современное кино (2000–2020),8.2
Последний богатырь: Корень зла,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),6.5
Красавец и чудовище,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),8.1
Лавка чудес,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.7
Алиса,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.3
Меч короля,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),6.3
Восточный ветер 3: Наследие Оры,Фэнтези,Боевик (Экшен),Мифологическое,Новинки (2020–2025),6.8
Волшебник Изумрудного города,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.2
Король Артур,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.3
Хроники Нарнии: Принц Каспиан,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.4
Иллюзионист,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),7.6
Джек — покоритель великанов,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.1
Орудия смерти: Город костей,Фэнтези,Боевик (Экшен),Городское,Современное кино (2000–2020),6.7
Тор 2: Царство тьмы,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.7
Мальчик и птица,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),7.8
Волкодав из рода Серых Псов,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),5.9
Последний богатырь,Фэнтези,Комедия,Мифологическое,Современное кино (2000–2020),6.7
Сказание о принцессе Кагуя,Фэнтези,Драма,Мифологическое,Современное кино (2000–2020),7.9
Истребитель демонов: Поезд «Бесконечный»,Фэнтези,Боевик (Экшен),Темное,Новинки (2020–2025),8.4
Финист — Ясный сокол,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.7
Чародей и Белая Змея,Фэнтези,Мелодрама,Мифологическое,Современное кино (2000–2020),6.8
Сошедшие с небес,Фэнтези,Боевик (Экшен),Мифологическое,Новинки (2020–2025),6.2
Братья Гримм,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.6
Кубо. Легенда о самурае,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),7.9
Фантастические твари: Тайны Дамблдора,Фэнтези,Приключения,Эпическое,Новинки (2020–2025),6.6
Золушка `80,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.2
Гарри Поттер и философский камень,Фэнтези,Семейный,Эпическое,Современное кино (2000–2020),7.7
Заколдованный мальчик,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.6
Властелин колец: Братство кольца,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),8.7
Король обезьян,Фэнтези,Приключения,Мифологическое,Современное кино (2000–2020),6.2
Стальной алхимик,Фэнтези,Боевик (Экшен),Эпическое,Новинки (2020–2025),6.3
Гнев титанов,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.4
Тайна Мунакра,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.1
Вальгалла: Рагнарек,Фэнтези,Боевик (Экшен),Мифологическое,Новинки (2020–2025),6.7
Сказка сказок,Фэнтези,Драма,Темное,Современное кино (2000–2020),6.8
Пробуждающая совесть 2: Дар змеи,Фэнтези,Мелодрама,Мифологическое,Современное кино (2000–2020),7.1
Аквамарин,Фэнтези,Комедия,Мифологическое,Современное кино (2000–2020),6.1
Принц Вэлиант,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),6.1
Хоббит: Пустошь Смауга,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),7.6
Соломон Кейн,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),6.9
Спящая красавица,Фэнтези,Семейный,Эпическое,Классика (до 2000 года),7.7
Геркулес,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),7.8
Берсерк. Золотой век: Фильм III. Сошествие,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),7.9
Загадай желание,Фэнтези,Комедия,Мифологическое,Новинки (2020–2025),5.9
Хеллбой 2: Золотая армия,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),7.7
Прекрасные создания,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.6
Хранитель луны,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.9
Волшебная страна,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.1
Руслан и Людмила,Фэнтези,Приключения,Мифологическое,Классика (до 2000 года),8.2
Последний богатырь: Посланник Тьмы,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),6.6
Бахубали: Рождение легенды,Фэнтези,Боевик (Экшен),Эпическое,Современное кино (2000–2020),8.1
Иван да Марья,Фэнтези,Семейный,Мифологическое,Новинки (2020–2025),6.8
Zолушка,Фэнтези,Мелодрама,Мифологическое,Классика (до 2000 года),7.9
Волшебник страны Оз,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),8.1
Раскрашенная кожа 2,Фэнтези,Боевик (Экшен),Мифологическое,Современное кино (2000–2020),6.8
Темная башня,Фэнтези,Боевик (Экшен),Темное,Современное кино (2000–2020),5.1
Небесный замок Лапута,Фэнтези,Приключения,Эпическое,Классика (до 2000 года),8.2
Труп невесты,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),7.7
Сумерки. Сага. Затмение,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.9
Кровь и шоколад,Фэнтези,Мелодрама,Темное,Современное кино (2000–2020),6.0
Оз: Великий и ужасный,Фэнтези,Приключения,Эпическое,Современное кино (2000–2020),6.9
Аладдин,Фэнтези,Семейный,Мифологическое,Классика (до 2000 года),7.9
Артемис Фаул,Фэнтези,Приключения,Мифологическое,Новинки (2020–2025),3.9
Весенняя сказка,Фэнтези,Мелодрама,Мифологическое,Новинки (2020–2025),6.6
